"Player Name","Week","TAR","RECPT","REYD","RETD","REAVG","FPTS"
"Rashod Bateman","1","0","0","7","11","4","0"
"Allen Lazard","16","0","0","15","29","5","0"
"Allen Lazard","15","0","0","12","20","6","0"
"Allen Lazard","14","0","0","22","34","2","0"
"Allen Lazard","13","0","0","11","17","2","0"
"Allen Lazard","12","0","0","12","32","6","0"
"Allen Lazard","11","0","0","6","7","2","0"
"Allen Lazard","10","0","0","0","0","0","0"
"Allen Lazard","9","0","0","6","6","1","0"
"Allen Lazard","8","0","0","20","20","1","0"
"Allen Lazard","7","0","0","12","19","5","0"
"Allen Lazard","6","0","0","9","13","3","0"
"Allen Lazard","5","0","0","3","7","2","0"
"Allen Lazard","4","0","0","16","28","2","0"
"Allen Lazard","3","0","0","42","42","1","0"
"Allen Lazard","2","0","0","0","0","0","0"
"Allen Lazard","1","0","0","8","14","2","0"
"Brandon Aiyuk","17","0","0","17","31","6","0"
"Brandon Aiyuk","16","0","0","23","43","4","0"
"Brandon Aiyuk","15","0","0","10","17","4","0"
"Brandon Aiyuk","14","0","0","36","36","1","0"
"Brandon Aiyuk","13","0","0","10","21","6","0"
"Brandon Aiyuk","12","0","0","18","21","3","0"
"Brandon Aiyuk","11","0","0","30","37","3","0"
"Brandon Aiyuk","10","0","0","12","34","7","0"
"Brandon Aiyuk","9","0","0","8","21","3","0"
"Brandon Aiyuk","8","0","0","14","22","6","0"
"Brandon Aiyuk","7","0","0","11","23","4","0"
"Brandon Aiyuk","6","0","0","6","6","1","0"
"Brandon Aiyuk","5","0","0","16","26","2","0"
"Brandon Aiyuk","4","0","0","15","15","1","0"
"Brandon Aiyuk","3","0","0","9","16","4","0"
"Brandon Aiyuk","2","0","0","6","6","1","0"
"Brandon Aiyuk","1","0","0","0","0","0","0"
"Marquez Valdesscantling","1","0","0","9","16","2","0"
"Kj Osborn","17","0","0","21","21","1","0"
"Kj Osborn","16","0","0","16","30","3","0"
"Kj Osborn","15","0","0","13","30","5","0"
"Kj Osborn","14","0","0","7","9","3","0"
"Kj Osborn","13","0","0","27","62","3","0"
"Kj Osborn","12","0","0","11","21","4","0"
"Kj Osborn","11","0","0","5","5","1","0"
"Kj Osborn","10","0","0","19","19","1","0"
"Kj Osborn","9","0","0","0","0","0","0"
"Kj Osborn","8","0","0","20","20","1","0"
"Kj Osborn","7","0","0","5","6","2","0"
"Kj Osborn","6","0","0","13","27","6","0"
"Kj Osborn","5","0","0","4","8","3","0"
"Kj Osborn","4","0","0","8","20","3","0"
"Kj Osborn","3","0","0","13","15","2","0"
"Kj Osborn","2","0","0","18","64","5","0"
"Kj Osborn","1","0","0","10","25","7","0"
"Amonra St Brown","17","0","0","13","28","8","0"
"Amonra St Brown","16","0","0","13","31","8","0"
"Amonra St Brown","15","0","0","10","24","9","0"
"Amonra St Brown","14","0","0","11","37","8","0"
"Amonra St Brown","13","0","0","9","19","8","0"
"Amonra St Brown","12","0","0","8","14","10","0"
"Amonra St Brown","11","0","0","5","11","4","0"
"Amonra St Brown","10","0","0","4","10","4","0"
"Amonra St Brown","9","0","0","15","30","4","0"
"Amonra St Brown","8","0","0","15","34","3","0"
"Amonra St Brown","7","0","0","0","0","0","0"
"Amonra St Brown","6","0","0","5","9","5","0"
"Amonra St Brown","5","0","0","9","18","7","0"
"Amonra St Brown","4","0","0","11","24","6","0"
"Amonra St Brown","3","0","0","2","2","1","0"
"Amonra St Brown","2","0","0","6","7","3","0"
"Amonra St Brown","1","0","0","11","20","2","0"
"Jamarr Chase","17","0","0","13","24","2","0"
"Jamarr Chase","16","0","0","24","72","11","0"
"Jamarr Chase","15","0","0","17","22","7","0"
"Jamarr Chase","14","0","0","3","3","1","0"
"Jamarr Chase","13","0","0","15","32","5","0"
"Jamarr Chase","12","0","0","10","14","5","0"
"Jamarr Chase","11","0","0","13","16","3","0"
"Jamarr Chase","10","0","0","10","17","3","0"
"Jamarr Chase","9","0","0","8","15","6","0"
"Jamarr Chase","8","0","0","10","21","3","0"
"Jamarr Chase","7","0","0","25","82","8","0"
"Jamarr Chase","6","0","0","24","53","4","0"
"Jamarr Chase","5","0","0","26","70","6","0"
"Jamarr Chase","4","0","0","12","44","6","0"
"Jamarr Chase","3","0","0","16","34","4","0"
"Jamarr Chase","2","0","0","27","42","2","0"
"Jamarr Chase","1","0","0","20","50","5","0"
"Jerry Jeudy","10","0","0","15","28","2","0"
"Jerry Jeudy","9","0","0","20","40","3","0"
"Jerry Jeudy","8","0","0","0","0","0","0"
"Jerry Jeudy","7","0","0","9","21","5","0"
"Jerry Jeudy","6","0","0","19","36","4","0"
"Jerry Jeudy","5","0","0","12","13","2","0"
"Jerry Jeudy","4","0","0","8","14","6","0"
"Jerry Jeudy","3","0","0","11","25","6","0"
"Jerry Jeudy","2","0","0","9","18","4","0"
"Jerry Jeudy","1","0","0","12","20","6","0"
"Ceedee Lamb","17","0","0","22","31","2","0"
"Ceedee Lamb","16","0","0","17","26","3","0"
"Ceedee Lamb","15","0","0","16","25","4","0"
"Ceedee Lamb","14","0","0","8","16","6","0"
"Ceedee Lamb","13","0","0","8","18","7","0"
"Ceedee Lamb","12","0","0","12","25","7","0"
"Ceedee Lamb","11","0","0","0","0","0","0"
"Ceedee Lamb","10","0","0","4","8","3","0"
"Ceedee Lamb","9","0","0","15","37","6","0"
"Ceedee Lamb","8","0","0","11","18","2","0"
"Ceedee Lamb","7","0","0","18","35","6","0"
"Ceedee Lamb","6","0","0","16","35","9","0"
"Ceedee Lamb","5","0","0","21","49","4","0"
"Ceedee Lamb","4","0","0","6","7","2","0"
"Ceedee Lamb","3","0","0","22","44","3","0"
"Ceedee Lamb","2","0","0","10","34","8","0"
"Ceedee Lamb","1","0","0","14","31","7","0"
